Unix,Date,Symbol,Open,High,Low,Close,Volume ETH,Volume USDC,tradecount
1659139200000,2022-07-30,ETHUSDC,1722.66,1745,1673.74,1697.3,35828.801,61284695.961446,67118
1659052800000,2022-07-29,ETHUSDC,1725.25,1766,1656.4,1722.54,64630.6438,110538855.753741,102561
1658966400000,2022-07-28,ETHUSDC,1636.52,1785.75,1594.53,1724.91,93613.9224,156647432.475379,126356
1658880000000,2022-07-27,ETHUSDC,1449.3,1644.89,1420.94,1636.54,76455.9309,116535902.590745,106983
1658793600000,2022-07-26,ETHUSDC,1440.62,1453.77,1356.69,1448.73,69258.3806,97257452.070662,95832
1658707200000,2022-07-25,ETHUSDC,1597.81,1609.29,1433,1441.61,70037.2517,106312205.500284,105053
1658620800000,2022-07-24,ETHUSDC,1549.14,1664.47,1546.58,1597.99,45183.1356,72481628.400404,68210
1658534400000,2022-07-23,ETHUSDC,1535.35,1596.98,1486.06,1548.89,51196.1471,78740272.081125,77632
1658448000000,2022-07-22,ETHUSDC,1575.56,1649.99,1516.47,1535.43,72932.663,116220740.161641,99246
1658361600000,2022-07-21,ETHUSDC,1521.19,1606.06,1464.28,1575.49,78591.2966,119778931.88288,103517
1658275200000,2022-07-20,ETHUSDC,1542.44,1622.82,1484.2,1521.91,87942.2169,137644153.894098,124808
1658188800000,2022-07-19,ETHUSDC,1580.49,1630.66,1492.99,1542.41,111853.7503,172596992.335771,139885
1658102400000,2022-07-18,ETHUSDC,1338.24,1597.93,1335.75,1580.67,96887.2987,141776780.986751,125013
1658016000000,2022-07-17,ETHUSDC,1355.61,1389,1317.61,1338.12,57826.7973,78287496.596726,89911
1657929600000,2022-07-16,ETHUSDC,1230.78,1421.83,1191.08,1355.44,76686.5195,98345361.292367,92452
1657843200000,2022-07-15,ETHUSDC,1192.59,1287.68,1180.2,1230.89,74938.5197,91770771.318008,92184
1657756800000,2022-07-14,ETHUSDC,1113.97,1213.27,1070,1192.6,80363.5787,91048167.897781,88304
1657670400000,2022-07-13,ETHUSDC,1037.39,1118.67,1005,1114.67,77902.2338,82393718.160773,92155
1657584000000,2022-07-12,ETHUSDC,1095.31,1097.53,1032.5,1037.51,73057.0856,78110292.084552,98358
1657497600000,2022-07-11,ETHUSDC,1167.68,1170.57,1090.94,1095.55,67345.0246,76706355.382979,102833
1657411200000,2022-07-10,ETHUSDC,1216.46,1219.06,1153.21,1167.46,38457.9882,45339948.774047,69440
1657324800000,2022-07-09,ETHUSDC,1213.1,1234.17,1203.8,1216.38,29043.9978,35341341.994171,51834
1657238400000,2022-07-08,ETHUSDC,1237.03,1275.64,1192.41,1213.09,60963.7955,75043538.138323,93793
1657152000000,2022-07-07,ETHUSDC,1185.27,1253.46,1162.23,1236.01,83838.07,101259468.290728,100642
1657065600000,2022-07-06,ETHUSDC,1131.27,1203.5,1110.03,1185.56,37819.7339,43313591.645395,74941
1656979200000,2022-07-05,ETHUSDC,1149.6,1172.84,1075,1131.69,55150.5519,62329061.539519,93087
1656892800000,2022-07-04,ETHUSDC,1072.88,1159.46,1044.32,1149.63,40006.1231,43949945.877015,73001
1656806400000,2022-07-03,ETHUSDC,1065.71,1090.67,1039.56,1072.94,16684.0453,17720881.231867,42330
1656720000000,2022-07-02,ETHUSDC,1058.61,1077.51,1026.92,1065.69,23750.3035,25014638.501114,52048
1656633600000,2022-07-01,ETHUSDC,1069.88,1114.82,1032.13,1058.3,46977.9459,50126299.657363,103609
1656547200000,2022-06-30,ETHUSDC,1098.97,1105.84,997,1069.82,58647.3159,61220768.080875,98492
1656460800000,2022-06-29,ETHUSDC,1142.24,1155.38,1085.91,1098.1,56641.4865,63334485.151438,91538
1656374400000,2022-06-28,ETHUSDC,1191.08,1236.07,1135.09,1142.73,40291.9903,47939464.319714,57372
1656288000000,2022-06-27,ETHUSDC,1197.13,1237.98,1172.14,1190.81,34753.563,41926225.161161,63929
1656201600000,2022-06-26,ETHUSDC,1241.41,1279.75,1193.85,1197.04,31168.8554,38512624.293159,63285
1656115200000,2022-06-25,ETHUSDC,1224.19,1255,1179.03,1240.66,29911.7359,36310372.736224,56636
1656028800000,2022-06-24,ETHUSDC,1143.22,1244.98,1131.11,1223.83,68388.1549,81400865.97467,85314
1655942400000,2022-06-23,ETHUSDC,1048.99,1153.26,1043.9,1143.53,57902.1264,64167146.051921,97932
1655856000000,2022-06-22,ETHUSDC,1124.86,1128,1042.82,1048.69,59259.9099,64236818.925459,99922
1655769600000,2022-06-21,ETHUSDC,1126.71,1192.4,1107.64,1124.59,60145.7614,69100896.229329,95736
1655683200000,2022-06-20,ETHUSDC,1126.56,1169,1051.36,1127.02,76932.5517,86021444.744835,107847
1655596800000,2022-06-19,ETHUSDC,993.45,1157.26,935,1126.82,76784.0674,79161550.899355,118722
1655510400000,2022-06-18,ETHUSDC,1084.62,1096.64,880.03,993.64,120935.86803,118303034.183343,136877
1655424000000,2022-06-17,ETHUSDC,1066.85,1116.82,1050,1085.27,59290.4894,64477351.295028,99196
1655337600000,2022-06-16,ETHUSDC,1236.2,1256.23,1050,1067.03,78761.7957,89705694.44256,122517
1655251200000,2022-06-15,ETHUSDC,1206.98,1248.99,1010,1236.14,196738.91855,220753698.632689,267477
1655164800000,2022-06-14,ETHUSDC,1207.91,1268.99,1074,1207.01,128295.44822,151666087.887425,163261
1655078400000,2022-06-13,ETHUSDC,1432.64,1452.97,1163.79,1208.08,155775.40317,197655966.52089,228864
1654992000000,2022-06-12,ETHUSDC,1531.25,1594.98,1422.88,1433.15,63285.54539,93462631.6881917,122794
1654905600000,2022-06-11,ETHUSDC,1661.21,1680.22,1500,1530.81,67010.65296,105139447.263714,119209
1654819200000,2022-06-10,ETHUSDC,1787.34,1802.89,1654,1660.81,35805.0837,61781022.6418,80522
1654732800000,2022-06-09,ETHUSDC,1790.31,1831.51,1775.71,1787.34,18898.4522,34005233.352271,51182
1654646400000,2022-06-08,ETHUSDC,1812.2,1838,1764.27,1790.32,27880.4992,50281463.918063,61916
1654560000000,2022-06-07,ETHUSDC,1858.14,1873.66,1724.16,1811.92,37483.1001,66991036.882618,81440
1654473600000,2022-06-06,ETHUSDC,1804.6,1918.66,1802.05,1858.36,31100.0535,58364059.184066,77699
1654387200000,2022-06-05,ETHUSDC,1803.01,1828.58,1771.81,1804.57,15036.7077,27068594.276055,44267
1654300800000,2022-06-04,ETHUSDC,1773.17,1814.11,1746.57,1803.09,16252.2086,28791509.775589,42933
1654214400000,2022-06-03,ETHUSDC,1832.68,1842.18,1735,1773.6,29459.8577,52364989.749657,77761
1654128000000,2022-06-02,ETHUSDC,1816.28,1851.66,1780.81,1832.64,34231.527,62185002.071013,81670
1654041600000,2022-06-01,ETHUSDC,1940.85,1971.57,1761.41,1815.94,32712.6806,61399858.325873,78884
1653955200000,2022-05-31,ETHUSDC,1997.5,2014.85,1920.16,1940.31,31380.1594,61720367.278304,69591
1653868800000,2022-05-30,ETHUSDC,1811.66,2011.91,1801.48,1997.24,37867.6157,72333272.569952,78557
1653782400000,2022-05-29,ETHUSDC,1790.17,1825.62,1760,1811.9,18315.8441,32841612.339194,39280
1653696000000,2022-05-28,ETHUSDC,1725.71,1806.93,1720,1790.17,25005.6073,44250383.335268,49948
1653609600000,2022-05-27,ETHUSDC,1789.61,1824.08,1702.9,1725.82,56596.3358,99619039.849124,95837
1653523200000,2022-05-26,ETHUSDC,1940.51,1964.28,1725.98,1791.07,62992.8389,116132199.068169,113903
1653436800000,2022-05-25,ETHUSDC,1977.49,2019.56,1930.3,1940.47,29095.0228,57137059.482544,61545
1653350400000,2022-05-24,ETHUSDC,1971.25,1991.56,1911,1977.1,31179.6727,61120197.210131,50690
1653264000000,2022-05-23,ETHUSDC,2040.9,2086.66,1954.18,1970.96,32092.2138,65268411.011569,58192
1653177600000,2022-05-22,ETHUSDC,1971.81,2054,1963.51,2040.96,19701.9747,39560901.485648,41841
1653091200000,2022-05-21,ETHUSDC,1957.17,1988.11,1935.22,1973.07,14537.445,28599257.157184,31988
1653004800000,2022-05-20,ETHUSDC,2016.74,2064.99,1920.71,1957.15,32307.7882,64500479.720728,61333
1652918400000,2022-05-19,ETHUSDC,1911.87,2040,1900,2016.89,46617.0938,91851036.264741,74983
1652832000000,2022-05-18,ETHUSDC,2088.57,2108.15,1905.57,1911.4,30110.0618,59962686.311902,57665
1652745600000,2022-05-17,ETHUSDC,2021.17,2120.05,2005.08,2088.06,26469.8755,54692178.79605,57012
1652659200000,2022-05-16,ETHUSDC,2142.63,2143,1977.12,2019.91,33188.2729,67454164.763436,69775
1652572800000,2022-05-15,ETHUSDC,2053.39,2163,1997.84,2143.52,21376.1335,44235449.211555,50376
1652486400000,2022-05-14,ETHUSDC,2007.11,2066.09,1947.24,2053.41,26134.4661,52499291.24884,57692
1652400000000,2022-05-13,ETHUSDC,1953.91,2147.82,1935.02,2006.54,51787.9679,107467670.157835,105890
1652313600000,2022-05-12,ETHUSDC,2074.41,2185.11,1625.75,1953.18,88936.1047,169208917.68862,259186
1652227200000,2022-05-11,ETHUSDC,2340.71,2451.69,2000,2076.37,51039.7343,115542029.499543,174548
1652140800000,2022-05-10,ETHUSDC,2227.69,2456.69,2200,2341.83,35579.0168,83980854.387056,98341
1652054400000,2022-05-09,ETHUSDC,2519.24,2529.79,2211,2231.64,34871.1584,82034137.655785,81418
1651968000000,2022-05-08,ETHUSDC,2634.78,2641.18,2484.31,2518.72,21039.7206,53588975.137225,53754
1651881600000,2022-05-07,ETHUSDC,2692.44,2703.24,2588,2634.64,12560.0837,33508903.645115,34216
1651795200000,2022-05-06,ETHUSDC,2747.73,2758.5,2634,2692.36,17317.7512,46768173.556589,51797
1651708800000,2022-05-05,ETHUSDC,2940.36,2954.1,2688.36,2747.55,18189.9164,50992486.119899,50806
1651622400000,2022-05-04,ETHUSDC,2781.31,2965.6,2771.02,2940.48,13994.5208,40025502.668319,45226
1651536000000,2022-05-03,ETHUSDC,2856.55,2861.2,2755.04,2781.1,12539.9972,35347454.96905,39466
1651449600000,2022-05-02,ETHUSDC,2824.81,2882.35,2773.98,2855.54,15560.9492,44080870.788914,46909
1651363200000,2022-05-01,ETHUSDC,2726.48,2848.67,2715.91,2825.7,11172.3631,31071501.72942,37328
1651276800000,2022-04-30,ETHUSDC,2816.77,2847.61,2715.93,2728.01,9256.0135,25967696.759741,29693
1651190400000,2022-04-29,ETHUSDC,2937.18,2946.71,2776.34,2817.22,15204.2295,43483370.744558,41986
1651104000000,2022-04-28,ETHUSDC,2889.02,2979.84,2854.67,2937.11,14360.222,41874605.418691,42872
1651017600000,2022-04-27,ETHUSDC,2809.04,2919.72,2794.63,2889.33,14392.8632,41266156.385898,42878
1650931200000,2022-04-26,ETHUSDC,3007.22,3039.17,2766.99,2809.46,15832.0745,46249869.007722,45157
1650844800000,2022-04-25,ETHUSDC,2921.6,3026.02,2793.36,3006.98,20497.2382,59111736.164215,54238
1650758400000,2022-04-24,ETHUSDC,2933.38,2967.49,2913.1,2921.74,9253.8322,27220398.888318,32854
1650672000000,2022-04-23,ETHUSDC,2962.6,2978.79,2916,2932.7,7269.6181,21486070.409078,26102
1650585600000,2022-04-22,ETHUSDC,2983.94,3033.42,2932.56,2962.12,14458.1834,43153519.830179,42914
1650499200000,2022-04-21,ETHUSDC,3076.79,3181.14,2943.1,2983.75,14608.6488,45088547.749881,44180
1650412800000,2022-04-20,ETHUSDC,3102.08,3167.2,3035.36,3077.05,14770.639,45710665.229974,43209
1650326400000,2022-04-19,ETHUSDC,3056.17,3130.97,3030,3102.08,12697.4842,39052067.958004,39399
1650240000000,2022-04-18,ETHUSDC,2988.24,3069.5,2884.53,3056.31,20131.6324,59416656.544495,49131
1650153600000,2022-04-17,ETHUSDC,3061,3083.26,2983.3,2988.29,8894.0856,27100530.373071,27587
1650067200000,2022-04-16,ETHUSDC,3040.77,3086.8,3010.62,3060.01,6018.4972,18292365.344334,21460
1649980800000,2022-04-15,ETHUSDC,3021.9,3065.03,2992.61,3041.87,9013.6926,27275738.599996,24285
1649894400000,2022-04-14,ETHUSDC,3118.63,3145.56,2976.09,3022.29,9609.0406,29352690.525588,26711
1649808000000,2022-04-13,ETHUSDC,3028.12,3130.85,2998.02,3116.95,11289.9197,34625333.997744,36203
1649721600000,2022-04-12,ETHUSDC,2979.96,3099,2941.79,3027.75,17307.6836,52252732.421079,44860
1649635200000,2022-04-11,ETHUSDC,3203.46,3214.13,2950,2978.7,22341.539,68321775.164411,54247
1649548800000,2022-04-10,ETHUSDC,3259.84,3314.49,3192.05,3203.4,5650.9307,18394528.776661,22320
1649462400000,2022-04-09,ETHUSDC,3192.75,3269.29,3182.05,3259.12,5124.6152,16493621.81757,22665
1649376000000,2022-04-08,ETHUSDC,3227.16,3315.47,3173.83,3194.84,12186.4682,39716313.405775,40952
1649289600000,2022-04-07,ETHUSDC,3167.76,3268.76,3143.83,3228.19,21237.233,68040370.608007,50823
1649203200000,2022-04-06,ETHUSDC,3407,3407,3163.2,3168.68,33626.2407,110740923.035232,69705
1649116800000,2022-04-05,ETHUSDC,3520.18,3555.49,3398.11,3406.93,17456.1677,60564472.954551,43530
1649030400000,2022-04-04,ETHUSDC,3522.85,3547.82,3409.73,3520.72,14223.4408,49419681.961466,39868
1648944000000,2022-04-03,ETHUSDC,3445.14,3588.78,3414.07,3522.04,8757.5521,30630263.459714,30932
1648857600000,2022-04-02,ETHUSDC,3455.86,3533.02,3434.04,3444.6,14619.2984,50899181.233971,37849
1648771200000,2022-04-01,ETHUSDC,3283.52,3489,3211.55,3455.94,14317.3721,47871974.601823,42178
1648684800000,2022-03-31,ETHUSDC,3386.82,3445.97,3262.38,3282.45,10415.6328,34892699.86403,29967
1648598400000,2022-03-30,ETHUSDC,3401.44,3447.83,3334,3386.28,6488.9016,21997336.312448,27314
1648512000000,2022-03-29,ETHUSDC,3334.14,3483.19,3331.49,3401.71,18288.301,62429741.044116,42431
1648425600000,2022-03-28,ETHUSDC,3296.84,3432.32,3276.77,3330.52,12825.6584,43046406.648958,38662
1648339200000,2022-03-27,ETHUSDC,3146.22,3300,3127.82,3296.6,7595.18,24460566.544185,28958
1648252800000,2022-03-26,ETHUSDC,3103.77,3154.24,3086.19,3146.85,2783.7083,8698128.119577,13379
1648166400000,2022-03-25,ETHUSDC,3112.15,3194.63,3077.05,3103.34,7948.6336,24933884.351615,25370
1648080000000,2022-03-24,ETHUSDC,3037.33,3131.75,3003.93,3111.45,9019.0807,27693155.149649,29691
1647993600000,2022-03-23,ETHUSDC,2968.91,3045.76,2920.52,3035.86,9866.6058,29323919.753984,28100
1647907200000,2022-03-22,ETHUSDC,2890.51,3053.42,2888.28,2970.81,10796.9261,32380255.840149,27555
1647820800000,2022-03-21,ETHUSDC,2864.26,2961.5,2832.07,2891.37,7841.4572,22817342.522875,18629
1647734400000,2022-03-20,ETHUSDC,2950.78,2965.57,2819.8,2863.7,5034.6335,14511361.042027,14538
1647648000000,2022-03-19,ETHUSDC,2939.61,2987.5,2895.32,2953.44,4896.2572,14443717.531794,24687
1647561600000,2022-03-18,ETHUSDC,2812.61,2986.05,2768.21,2940.9,11234.3524,32374766.164908,40802
1647475200000,2022-03-17,ETHUSDC,2773.63,2838.58,2747.87,2813.34,12857.5294,35798360.996029,34898
1647388800000,2022-03-16,ETHUSDC,2618.3,2790,2603.67,2773.62,19946.4962,53578928.902087,45557
1647302400000,2022-03-15,ETHUSDC,2589.95,2669.09,2508.22,2618.39,22501.7238,58278283.135447,45271
1647216000000,2022-03-14,ETHUSDC,2515.65,2609.58,2498.69,2591.99,10314.1494,26282075.137076,18198
1647129600000,2022-03-13,ETHUSDC,2568.88,2602.66,2492.48,2515.84,4048.5307,10366861.139208,9661
1647043200000,2022-03-12,ETHUSDC,2557.46,2615.23,2553.98,2567.93,3286.4434,8500967.939324,7353
1646956800000,2022-03-11,ETHUSDC,2608.61,2678.56,2523.81,2556.73,8666.6293,22372128.876145,18295
1646870400000,2022-03-10,ETHUSDC,2728.15,2733.17,2554.26,2607.45,11469.4914,29875326.346435,19722
1646784000000,2022-03-09,ETHUSDC,2576.17,2775,2568.29,2728.39,11343.1046,30721319.673368,19482
1646697600000,2022-03-08,ETHUSDC,2492.09,2624.72,2480.61,2576.8,10492.2877,26857470.734646,20105
1646611200000,2022-03-07,ETHUSDC,2551.15,2649.11,2445,2493.01,10074.0331,25518210.3822,19757
1646524800000,2022-03-06,ETHUSDC,2665.3,2676.25,2532.05,2550.39,5340.129,13990868.511153,12027
1646438400000,2022-03-05,ETHUSDC,2621.8,2686.87,2590.19,2666.27,2893.9202,7637808.59124,8527
1646352000000,2022-03-04,ETHUSDC,2833.71,2835.98,2573.23,2622.61,7881.7953,21270337.832134,18641
1646265600000,2022-03-03,ETHUSDC,2947.49,2972.01,2783.12,2831.73,10397.0219,29626312.170341,16879
1646179200000,2022-03-02,ETHUSDC,2978.89,3044.32,2914.89,2950.14,9008.9427,26840718.407936,24795
1646092800000,2022-03-01,ETHUSDC,2924.2,3038.37,2855.03,2976.59,15864.9053,46724970.713366,27901
1646006400000,2022-02-28,ETHUSDC,2615.43,2950,2567.57,2921.81,12635.6185,34842262.554514,26179
1645920000000,2022-02-27,ETHUSDC,2781.34,2837.49,2560.04,2615.43,8604.9266,23314206.220732,22205
1645833600000,2022-02-26,ETHUSDC,2769.03,2880,2715.01,2778.95,6507.5783,18194108.494612,15534
1645747200000,2022-02-25,ETHUSDC,2596.51,2836.7,2573.06,2766.88,12099.3521,32589355.910133,22449
1645660800000,2022-02-24,ETHUSDC,2579.42,2738.02,2301.89,2600.1,34176.081,83046520.527873,52592
1645574400000,2022-02-23,ETHUSDC,2639.21,2754.85,2577,2580.17,13731.3468,36813645.560139,19952
1645488000000,2022-02-22,ETHUSDC,2574.27,2666.38,2500.02,2639.31,12550.7691,32346708.831044,18253
1645401600000,2022-02-21,ETHUSDC,2623.14,2762.03,2560,2568.08,13822.1046,36710896.125672,21151
1645315200000,2022-02-20,ETHUSDC,2760.56,2763.22,2576.36,2620.38,8816.0608,23370319.387208,13708
1645228800000,2022-02-19,ETHUSDC,2779.91,2830.57,2696.32,2765.75,6862.5535,18890458.836189,9686
1645142400000,2022-02-18,ETHUSDC,2892.61,2945.52,2752.34,2781.11,9167.2697,25996910.341849,16001
1645056000000,2022-02-17,ETHUSDC,3125.24,3161.78,2854.12,2895.14,10047.5068,30235959.335352,16743
1644969600000,2022-02-16,ETHUSDC,3187.19,3189.99,3045.29,3124.96,12585.7752,39212809.586949,17260
1644883200000,2022-02-15,ETHUSDC,2935.29,3197.95,2913.72,3184.93,12567.6287,38814000.243798,18937
1644796800000,2022-02-14,ETHUSDC,2877.16,2967.25,2832.73,2929.07,12324.224,35775646.814222,15764
1644710400000,2022-02-13,ETHUSDC,2919.61,2954.92,2837.02,2870.93,6946.6225,20147522.981653,9071
1644624000000,2022-02-12,ETHUSDC,2926.8,2985.71,2858.69,2918.93,7605.2395,22128815.460164,11129
1644537600000,2022-02-11,ETHUSDC,3075.27,3140.44,2878.73,2929.84,14896.4325,44887705.716327,23871
1644451200000,2022-02-10,ETHUSDC,3248.36,3285,3060,3073.81,14969.7462,47679979.025388,23641
1644364800000,2022-02-09,ETHUSDC,3119.88,3272.58,3055.75,3246.59,18359.5123,58508657.541064,24438
1644278400000,2022-02-08,ETHUSDC,3143.14,3234.92,3028,3118.26,13380.9276,41622882.14418,19977
1644192000000,2022-02-07,ETHUSDC,3062.49,3189.44,2994.94,3142.88,14419.0491,44775575.838465,21401
1644105600000,2022-02-06,ETHUSDC,3016.39,3075.56,2948.27,3058.77,6666.0916,20040809.707501,11397
1644019200000,2022-02-05,ETHUSDC,2997.59,3063.73,2961.4,3015.42,8541.8666,25711704.357393,13309
1643932800000,2022-02-04,ETHUSDC,2696.45,2997.13,2673.18,2995.11,17156.1335,49217888.472951,23159
1643846400000,2022-02-03,ETHUSDC,2681.18,2727.01,2576.06,2696.72,8551.6101,22581600.250997,14549
1643760000000,2022-02-02,ETHUSDC,2791,2812.43,2615.92,2681.68,9332.8702,25301559.714528,13669
1643673600000,2022-02-01,ETHUSDC,2687.73,2815.11,2675.45,2788.64,10042.0441,27635531.758038,14952
1643587200000,2022-01-31,ETHUSDC,2604.9,2706.53,2478.56,2687.75,9623.8164,25130123.517919,14622
1643500800000,2022-01-30,ETHUSDC,2600.81,2640.79,2543.47,2606.41,6733.2161,17490008.842473,9639
1643414400000,2022-01-29,ETHUSDC,2543.31,2639.01,2520.86,2597.59,7064.7914,18145698.096423,11022
1643328000000,2022-01-28,ETHUSDC,2426.6,2558.33,2359,2546.19,10598.9044,26021028.667837,17323
1643241600000,2022-01-27,ETHUSDC,2465.32,2522.51,2317,2427.33,17065.8527,41230759.115479,39182
1643155200000,2022-01-26,ETHUSDC,2459.08,2724.89,2403.39,2463.44,13954.5119,35522511.300524,38182
1643068800000,2022-01-25,ETHUSDC,2441.33,2507.27,2351.69,2461.18,11512.6157,28143807.182967,29836
1642982400000,2022-01-24,ETHUSDC,2539.02,2539.88,2157.96,2442.46,30868.26815,72751935.9718715,40955
1642896000000,2022-01-23,ETHUSDC,2412.04,2551.31,2373.21,2539.81,12357.4398,30501629.08067,17858
1642809600000,2022-01-22,ETHUSDC,2566.44,2624.38,2301,2411.75,23467.52222,58016938.5545173,37079
1642723200000,2022-01-21,ETHUSDC,2997.4,3033.33,2454.4,2569.42,33502.76165,93360374.7300442,45229
1642636800000,2022-01-20,ETHUSDC,3087.19,3273.63,2987.86,3005.43,10924.5874,34612307.669359,16446
1642550400000,2022-01-19,ETHUSDC,3163.01,3176.17,3046.21,3084.51,12288.5247,38292745.174598,17660
1642464000000,2022-01-18,ETHUSDC,3211.8,3243.63,3082.99,3161.64,9576.6295,30225820.966883,14248
1642377600000,2022-01-17,ETHUSDC,3351.28,3359.11,3142.22,3211.33,7619.9314,24747367.231648,11253
1642291200000,2022-01-16,ETHUSDC,3329.06,3394.03,3272.73,3349.55,5063.5465,16878132.525724,8950
1642204800000,2022-01-15,ETHUSDC,3310.29,3374.23,3263.77,3330.28,3315.7654,11024357.147117,6422
1642118400000,2022-01-14,ETHUSDC,3242.96,3343.46,3186.11,3310.29,6278.5371,20512237.382566,9934
1642032000000,2022-01-13,ETHUSDC,3373.67,3412.19,3234.4,3243.67,6442.5407,21350608.243347,11156
1641945600000,2022-01-12,ETHUSDC,3242.17,3412.84,3205.3,3372.43,10514.5317,34664694.585349,15972
1641859200000,2022-01-11,ETHUSDC,3084.72,3263.96,3050.29,3241.05,9858.032,31252485.433178,15242
1641772800000,2022-01-10,ETHUSDC,3149.8,3181.57,2928,3085.66,20836.3425,63401546.30056,29704
1641686400000,2022-01-09,ETHUSDC,3078.28,3211.68,3057.67,3149.89,10125.1617,31700668.943196,12294
1641600000000,2022-01-08,ETHUSDC,3199.33,3247.21,3000,3081.52,12815.8128,40056607.410401,17093
1641513600000,2022-01-07,ETHUSDC,3405.62,3415.71,3062.9,3195.2,24277.7873,78055650.026976,37072
1641427200000,2022-01-06,ETHUSDC,3538.82,3550.68,3300,3407.52,20160.6903,68980882.74294,32498
1641340800000,2022-01-05,ETHUSDC,3784.57,3848.1,3400.7,3539.6,17702.8195,64777501.224276,26191
1641254400000,2022-01-04,ETHUSDC,3766.07,3896,3713.7,3784.02,7016.4917,26713013.187269,17177
1641168000000,2022-01-03,ETHUSDC,3828.26,3852.39,3677.78,3762.48,5233.4506,19772535.408793,11087
1641081600000,2022-01-02,ETHUSDC,3768.01,3857.39,3717,3831,2982.6473,11281459.864513,8032
1640995200000,2022-01-01,ETHUSDC,3677.24,3777.73,3674.81,3767.76,3650.8262,13621214.581009,8671
1640908800000,2021-12-31,ETHUSDC,3709.08,3815,3622.38,3678.79,8262.412,30934630.746558,17698
1640822400000,2021-12-30,ETHUSDC,3629.91,3769.4,3584.41,3710.33,8312.2896,30731599.500841,14876
1640736000000,2021-12-29,ETHUSDC,3797.07,3827.93,3603.2,3628.49,11155.9621,41730746.528064,18680
1640649600000,2021-12-28,ETHUSDC,4037.41,4038.54,3761.29,3790.54,11199.3825,43475370.419462,20057
1640563200000,2021-12-27,ETHUSDC,4066.95,4130.81,4033.76,4038.32,3042.5304,12414037.313949,8844
1640476800000,2021-12-26,ETHUSDC,4097.21,4106.91,4005.39,4064.19,3858.1023,15649122.426859,10334
1640390400000,2021-12-25,ETHUSDC,4048.48,4139.29,4020,4097.12,5586.4099,22736096.379706,11471
1640304000000,2021-12-24,ETHUSDC,4116.22,4136,4020.01,4046.83,4915.3858,20108222.918887,10440
1640217600000,2021-12-23,ETHUSDC,3982.39,4154.21,3892.06,4113.92,9737.2771,39045268.817041,20141
1640131200000,2021-12-22,ETHUSDC,4017.02,4075.77,3935.45,3980.24,8015.7571,32158959.402408,16738
1640044800000,2021-12-21,ETHUSDC,3944.42,4063.73,3914.86,4016.75,7728.6078,30954046.606454,19218
1639958400000,2021-12-20,ETHUSDC,3923.85,3983.05,3755.13,3943.98,9934.5192,38244601.322271,19766
1639872000000,2021-12-19,ETHUSDC,3956.5,4033,3886.76,3927.27,7009.6831,27727560.479751,13393
1639785600000,2021-12-18,ETHUSDC,3877.13,3999.99,3768.64,3963.33,10265.1632,40301577.757003,16912
1639699200000,2021-12-17,ETHUSDC,3960.25,3994.67,3700,3877.41,12130.4172,46736047.388524,21545
1639612800000,2021-12-16,ETHUSDC,4020.65,4117.06,3950,3957.95,10948.5902,44211890.093816,19246
1639526400000,2021-12-15,ETHUSDC,3860.84,4095.95,3644,4020.32,18068.9074,70110032.019548,28338
1639440000000,2021-12-14,ETHUSDC,3785.32,3883.33,3686.63,3857.7,12015.7495,45597568.498838,23132
1639353600000,2021-12-13,ETHUSDC,4130.44,4145.09,3671.16,3781.74,21513.1479,83317095.209921,33402
1639267200000,2021-12-12,ETHUSDC,4090.9,4176.23,3989.09,4135.09,9334.6436,38273371.138364,15164
1639180800000,2021-12-11,ETHUSDC,3897.75,4098.17,3835,4090.34,10798.804,43251241.261607,18469
1639094400000,2021-12-10,ETHUSDC,4108.76,4232.19,3888.88,3900.72,15790.0236,63953179.350583,27982
1639008000000,2021-12-09,ETHUSDC,4440.6,4492,4077,4108.32,13797.6287,58742215.77611,26424
1638921600000,2021-12-08,ETHUSDC,4311.11,4455.99,4227.92,4440.57,8646.3418,37733207.761948,18172
1638835200000,2021-12-07,ETHUSDC,4357.22,4429.99,4260,4309.61,9221.995,40195230.645118,21645
1638748800000,2021-12-06,ETHUSDC,4201.71,4381.82,3923.7,4352.47,21503.0561,88290007.364031,39930
1638662400000,2021-12-05,ETHUSDC,4121.73,4256.09,4033.69,4198.95,14613.2562,60687338.326857,34501
1638576000000,2021-12-04,ETHUSDC,4217.62,4239.76,3510,4122.26,32462.863,128001046.544294,72452
1638489600000,2021-12-03,ETHUSDC,4513.03,4658.53,4033.26,4219.79,13814.6686,60695739.380887,28948
1638403200000,2021-12-02,ETHUSDC,4584.55,4636.89,4435.46,4516.71,9930.061,45062152.834897,19581
1638316800000,2021-12-01,ETHUSDC,4633.98,4784.27,4527.31,4585.27,13952.3296,65416941.111336,28327
1638230400000,2021-11-30,ETHUSDC,4447.17,4758,4350,4627.19,19676.3307,90038198.765206,34987
1638144000000,2021-11-29,ETHUSDC,4296.7,4462.38,4282.24,4445.45,14590.1366,63624515.523938,26764
1638057600000,2021-11-28,ETHUSDC,4096.22,4302.04,3965.46,4298.79,10497.7325,43100971.126084,18125
1637971200000,2021-11-27,ETHUSDC,4044.29,4185.57,4031.93,4099.46,7036.2742,28982005.606151,13631
1637884800000,2021-11-26,ETHUSDC,4527.96,4650,3915.76,4046.44,22525.3399,93797992.852576,37373
1637798400000,2021-11-25,ETHUSDC,4271.23,4554.39,4249.09,4525.71,15582.0825,68687084.809106,26142
